"","Gene.name","logFC","logCPM","PValue"
"280","IGKV1-5",1.99836832549278,5.58333931365156,0.00429534349032047
"281","TSC22D3",1.09047946918107,9.61080847623572,0.00203849606128894
"282","SEPT4",2.45049945469655,2.76016177706727,8.0384539666626e-07
"283","FOXK1",-1.14289955510949,4.69494281309246,0.00295026939036904
"284","MEFV",1.30759724743151,4.47010775627066,0.00515176789384875
"285","IFIH1",1.16632531688925,5.28299519934852,2.7878004936217e-05
"286","NT5C3A",1.71443940200509,6.94075228513999,3.88403520256092e-07
"287","DERL3",1.97978413278546,2.32529190031354,2.35182546428434e-06
"288","IGHV3-33",2.65684150371417,3.81806202262229,2.13761617909706e-06
"289","MOSPD2",1.12477217223899,4.20441695878204,2.57309119095339e-07
"290","TLR2",1.6281084123925,5.15022616896139,1.5023489155308e-05
"291","NPC2",1.05474152213244,7.48602556880419,0.00350597062150995
"292","VMP1",1.18389570512961,6.55800759838361,6.8930922717371e-08
"293","TCF20",-1.42377489663687,5.34135679148456,0.00701548350890828
"294","GPRIN2",-5.15349795065457,-0.819765391817341,0.00518881437862678
"295","CP",-1.37158331359232,0.0107087711311814,0.00697079029608269
"296","IGHV3-64",1.723027820393,0.223717390313124,0.0107815730975332
"297","TALDO1",1.90144911660334,8.03338206819596,9.28152945845224e-10
"298","FERMT3",1.46489279317802,7.61551117734951,8.9159436383493e-09
"299","ADM",2.25722462157011,3.64579512643857,2.0192039097229e-07
"300","SORT1",1.17998086182684,3.94341157406861,0.00358096220380148
"301","CPPED1",1.58961985800566,5.60393058745093,2.20261751319264e-06
"302","SWI5",1.00758443376874,4.53406026428174,0.00237195852957902
"303","CDR2",-1.02728294009669,4.38287545873076,0.000660495677152076
"304","TNFRSF1A",1.06289347513279,6.04234313668349,0.000110852244692389
"305","CALM3",1.25488492707159,7.95511778791356,7.11652253103569e-06
"306","NDST1",1.47083185054908,3.06087655328343,1.45055380814689e-05
"307","DST",-1.22883212436141,3.36803866522556,0.0102666757853562
"308","RSU1",1.06794574238229,6.54331857962321,3.02059064309456e-06
"309","ZFP28",-1.07244935455452,1.7494970812202,0.00114536068310626
"310","NAIP",1.38145160161778,5.32597410601897,1.47983034611007e-05
"311","IGKV3-11",1.77540274842037,5.82495404540498,0.0100506154065523
"312","HIST2H2AA4",2.46199802716129,5.36726395112983,0.00041700757815221
"313","B4GALT6",-1.71900353117653,1.23518137576609,0.00613870945757592
"314","PALB2",-1.00349115784322,2.668079925548,0.0025130256143131
"315","TUBA4A",1.29522650896021,7.89432177883195,0.000744846785654349
"316","RUNX3",-1.46258239761038,7.38421341123547,2.88037119543964e-06
"317","EPSTI1",2.09787902636032,6.39995827278659,1.57598250601377e-12
"318","ANP32A",2.23633921378051,8.16387190876335,3.01879363380159e-15
"319","MICU1",1.07627830666606,5.09886345556662,8.53843252301049e-09
"320","RNASE1",3.73517675179461,2.54718366145255,2.88282625465858e-08
"321","HELZ2",1.31144566134739,5.21151714272262,2.58800004476207e-06
"322","SORCS3",-2.05447050522066,-0.274086234862613,0.00856236466176529
"323","CLEC4D",2.88288054566476,3.34008476489743,1.64621116767221e-09
"324","PARP9",1.59240242311828,6.06225600744074,7.11329906690469e-08
"325","KMT2A",-1.17504612763707,7.41268153600313,0.000432632408756251
"326","NPTXR",-2.26256064730723,1.8382001012778,6.6568327037311e-05
"327","PLBD1",2.29416957463176,6.12243329963888,3.17411160163548e-08
"328","LRRC37B",-1.08782031035363,3.37565661789016,0.00400056911132175
"329","DAB2",1.75906051093433,5.14537888682252,1.89164401675078e-05
"330","FGFR2",-3.00060861375607,-0.815445605568541,0.00254458233568936
"331","ESYT2",-1.22650918184976,6.08644664266116,0.00289987137306021
"332","RNF130",1.3019897399062,6.7844274861466,8.74936861417133e-07
"333","MARCO",1.17468332137032,3.01392594033071,0.00509799934432351
"334","IFNAR2",1.01933853009283,5.12938037911702,0.000928129066301734
"335","SLC41A2",-1.68179353854475,0.314954213759684,0.00289690705885945
"336","OAS2",1.45933845279646,6.20834877754566,2.18312959342368e-05
"337","MAP3K7CL",1.63421172230253,6.16319586442844,0.00426401387903925
"338","ECT2L",-2.78076366310584,-1.4161003537126,0.00801859126039637
"339","AIM2",1.5433948137564,3.36855105296439,2.48556643820388e-05
"340","ZNF304",-1.0748783396203,1.8378403155662,0.00178264479973631
"341","SMOX",2.33224755557197,4.89328140566748,4.72507045415387e-05
"342","GRM4",-3.00381607499374,-0.902284669070232,0.0100815731115196
"343","CAMSAP1",-1.24549942952114,3.83437492089448,0.00859935190863553
"344","CD151",1.57939769910148,5.52919617874383,3.21641560551699e-06
"345","TPM4",1.06345267217982,7.77498011771892,0.000107937017268789
"346","FCER1G",1.9635547623934,8.97680723320398,5.47238826782158e-06
"347","PDGFC",1.09180947867316,1.7225000916122,0.0036899883069075
"348","PRRG4",2.77146983041786,3.2951197850581,4.3833986360681e-13
"349","TUBA8",2.97151603209463,4.56205574581588,0.000187011124208429
"350","IGLV4-69",2.24632635475036,3.05552254845261,0.00138771807062221
"351","IGHV3-74",2.03244630082458,3.01695630609611,0.00380956687190769
"352","FCGRT",1.11057691441438,6.78109995727592,4.38204085197058e-05
"353","DRAP1",1.03077836356565,7.7553924408553,0.000841227679866064
"354","ACACB",-1.14102736543783,2.62565239384874,0.00414839642945037
"355","SAG",-2.61121912602321,0.823410655685853,0.00110561079518905
"356","PDGFA",2.53049951459665,4.15599757296613,1.52215172101872e-06
"357","SIGLEC1",4.37493685051815,3.29772455851012,1.06999783650422e-13
"358","PF4",3.23379797493311,8.0198196494848,2.6371758307094e-05
"359","SEMA4A",1.61138054809796,4.17867853143247,7.73071310234375e-07
"360","BAALC",-1.34009871026413,0.193191829865512,0.000612734325503051
"361","LILRA6",1.70080427933092,3.93618617958981,6.17541848843964e-06
"362","CLEC7A",1.42678224275611,6.27119566375829,5.64966855092171e-05
"363","OTUD3",-1.05034493757679,3.2455794608641,0.000270632002848462
"364","ADAM12",-1.21724948317437,1.26161020300011,0.00136654966868887
"365","KLHL14",1.44373374532775,1.98767273045421,0.000544905746772517
"366","TUBB1",2.72225297073442,8.12381179298512,6.24279864077446e-05
"367","DPYSL3",-3.03412115666016,-1.06245150093559,0.00448633609419934
"368","ELK4",-1.12295208101053,5.76001052956446,0.00798528530052181
"369","MYD88",1.01527031826379,6.2693470093373,4.75997982428323e-09
"370","KIAA0040",1.05563028114757,5.93520336889618,2.80782174194648e-06
"371","RUFY1",1.44927546802493,6.4078748678167,3.60922249438907e-05
"372","KCNQ1OT1",-1.25134817286152,3.86554488975243,0.00236863750027258
"373","GTF2IRD2",-1.12089377333273,3.3345627570695,0.00367399609758339
"374","TACC2",-4.35974414134894,0.166875990285003,0.00977598735338333
"375","CXorf21",1.55540587042428,3.64262096995314,3.71580561500059e-08
"376","CKMT1B",-4.06747878992568,-1.69064550554215,0.0105895455266308
"377","IGHV3-21",2.37018385571088,4.69883133658737,1.79736682374366e-05
"378","KCNAB3",-1.68050351379778,1.82533695536793,0.00215064320565149
"379","CDC42EP3",1.0588165083946,6.94054897131886,1.49928905282709e-05
"380","CATSPER2",-1.28976524073077,1.72998470253908,0.000640554489709792
"381","MARCH2",1.62988476338053,5.10159311881778,1.03934115580351e-05
"382","FGD4",1.06410872799293,3.52479919473276,0.000983363262455202
"383","TENM4",-3.20511342929617,-0.290311751223706,0.000683082866977948
"384","CCR2",1.393812085178,3.96733888464121,0.0055247670161039
"385","CALD1",1.29490164618375,2.6539534381732,0.00536980546498405
"386","PROSER2",1.36439913152292,0.78617440543308,0.00359208413917903
"387","MGST2",1.03262478404497,3.39331726179253,6.10897952972305e-05
"388","UBN2",-1.06652899181104,4.39071080084136,0.00245195702490414
"389","SH3BGRL2",2.0853394323035,4.09245836341539,0.000194010948444543
"390","SAMD9L",1.13690406229539,6.54658955006139,0.0053842772037362
"391","NINL",-1.52971590727642,1.10665702798852,0.00642902210938899
"392","CDON",-1.5089978756632,-0.371786347356697,0.00894815586436971
"393","AKIRIN2",1.18727883363574,6.37028223037607,0.000174486103049345
