,Gene name,Moderate 0,Moderate 1,Moderate 2,Moderate 3,Moderate 4,Moderate 5,Moderate 8,Moderate 11,Moderate 13,Moderate 14,Severe 0,Severe 1,Severe 2,Severe 3,Severe 4,Severe 5,Severe 6,Severe 8,Severe 9,Severe 10,Severe 11,Severe 13
16885,KLRC4,49.351315,9.841183,41.11843,74.9842,106.51683,22.870285,26.129663,78.40063,46.624058,112.76642,7.3091373,54.89029,46.09572,28.531284,34.85017,178.3032,210.45987,0.0,99.003685,171.61981,120.90356,82.80733
16886,NPPC,12.364866,0.0,3.2562683,0.0,0.0,0.0,0.0,0.0,0.0,2.2609088,7.3740864,5.417118,1.8768768,0.0,1.2003361,0.0,0.0,58.08081,44.427444,9.321875,26.589462,0.0
16887,SOX2,0.0,0.0,0.0,0.49709204,0.0,0.0,0.0,0.0,0.0,5.6348853,0.0,0.0,3.0012004,0.0,0.0,0.0,48.725636,85.00523,112.10101,195.06154,131.15576,8.209017
16888,DMRTA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.354683,8.438818,0.0,0.0,0.0,0.0,0.0,1.5257858,13.297873,37.878788,95.187485,36.71854,42.810345,4.997335
16889,DNTT,17.568548,0.0,24.0,1.6095284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4087877,0.0,0.0,0.0,34.867744,34.48276,10.660981,23.31111,8.445946,48.727818
16890,TNNC1,77.54136,53.188084,33.433197,13.794289,54.42597,5.9933486,6.130411,3.4321418,19.97824,5.037783,10.040363,42.26152,66.57007,20.375753,14.160222,12.176939,5.24659,0.0,11.160715,32.703438,49.468,30.321527
16891,METTL21C,0.0,0.0,3.6008332,0.0,0.0,0.0,0.0,0.0,0.0,5.5096416,0.0,0.0,0.0,0.0,0.0,0.0,9.045681,22.47191,24.3309,2.5432348,13.856907,0.0
16892,REM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.748338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16893,RAI2,2.900232,16.970093,48.571053,10.14119,21.18925,11.074933,4.1849833,7.897024,3.1969337,5.858231,18.4935,35.80434,47.89651,9.137671,11.410612,2.2104332,77.82133,0.0,45.407883,62.779247,42.598904,6.388647
16894,KIR2DL4,147.27992,134.84843,940.91547,148.42896,550.5894,11.577768,24.252022,29.555405,337.27972,27.620611,83.473526,345.86435,737.8032,280.20914,186.13129,178.2858,35.381718,26.041666,48.689667,176.8562,118.74494,6.084667
16895,ZBTB20-AS1,17.165482,4.103406,9.302042,8.644504,8.415308,0.0,1.9409937,0.0,4.8885884,3.6023057,0.0,2.716653,23.39594,1.8060323,2.6062026,8.3233595,75.44522,48.217793,31.293516,70.79394,42.32513,13.067213
16896,PCAT4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3019347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.903095,10.044788,17.825312,18.814894
16897,SNTG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.655367,0.0,0.0,0.0,0.0,0.0,0.0,145.94531,86.36095,83.56395,119.59029,63.426662,0.0
16898,GYG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.421362,15.252715,8.395621,2.7632356,4.627487,0.0,0.0,24.895397,28.834347,9.081111,0.9324879
16899,PPP1R3C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.638219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.37008,33.435158,47.843906,17.070312,60.492275
16900,SIDT1-AS1,49.507717,34.920807,35.052597,17.326881,42.43312,7.624488,0.0,0.995223,13.179885,32.0605,0.0,9.823989,33.796165,17.116655,0.0,7.931708,59.233883,0.0,30.698914,78.84465,97.86584,2.7056277
16901,LRRC72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7556505,0.0,0.0,0.0,0.0,0.0,0.0,26.737968,0.0,30.989824,76.823685,41.889126,0.0
16902,C7orf25,49.157925,44.485935,21.880741,27.762533,63.660564,61.27389,68.44086,67.33989,66.20839,12.184067,13.026664,18.895477,47.36153,40.583046,39.617847,98.38106,233.14162,0.0,0.0,16.022728,26.784351,18.880037
16903,HIST1H2BL,32.971836,31.879604,22.953297,94.977554,111.01036,12.040081,12.622979,54.831127,28.83573,4.259147,27.61247,24.030767,28.75152,27.466747,9.544933,135.56113,339.60095,0.0,37.92661,63.78522,11.136625,8.56786
